modelo,roc_auc,ic_inferior,ic_superior,largura_ic
lightgbm,0.644498449242688,0.6420489459534895,0.6466840548241908,0.004635108870701288
xgboost,0.6439260765769315,0.6416305434063841,0.6462349934171812,0.004604450010797012
logistica,0.6403855552402222,0.637846650754707,0.6425976741749955,0.004751023420288436
hist_gb,0.6231901697991201,0.620756802103452,0.6253872868603535,0.004630484756901532
