comparacao,diferenca,ic_inferior,ic_superior,p_valor,significativo_5pct
lightgbm − xgboost,0.0005723726657564931,-0.00016552181057217784,0.0013087822084933169,0.16,False
lightgbm − logistica,0.004112894002465728,0.0025122818243533463,0.0060176403123962,0.0,True
lightgbm − hist_gb,0.021308279443567835,0.019955354359715904,0.022459884513653192,0.0,True
