id_municipio,municipio,uf,regiao,n_alunos,taxa_prevista,taxa_observada,erro_padrao,residuo,residuo_z,risco
4315909,Rodeio Bonito,RS,Sul,69,0.8410999955223096,0.5362318840579711,0.043976877680107676,-0.30486811146433856,-6.9324637752134315,0.15890000447769037
4116059,Missal,PR,Sul,136,0.8412358930322341,0.8308823529411765,0.03132042070702948,-0.0103535400910576,-0.33056835947078694,0.15876410696776588
4302204,Boa Vista do Buricá,RS,Sul,72,0.8413552046082303,0.6666666666666666,0.04303282491337476,-0.1746885379415637,-4.0594252943703415,0.15864479539176968
5215306,Orizona,GO,Centro-Oeste,161,0.8416708106164759,0.782608695652174,0.028755309183670825,-0.059062114964301915,-2.053955135277812,0.15832918938352414
4305900,Coronel Bicaco,RS,Sul,77,0.8419584648106819,0.44155844155844154,0.041522229522125906,-0.4004000232522404,-9.643028032463421,0.15804153518931807
4312153,Mato Leitão,RS,Sul,53,0.8421947393303388,0.6226415094339622,0.050000436185698126,-0.2195532298963766,-4.39102629187016,0.15780526066966116
3203601,Mucurici,ES,Sudeste,69,0.842658903134262,0.8405797101449275,0.04381237726101077,-0.002079192989334455,-0.04745674896725491,0.15734109686573805
4127809,Tomazina,PR,Sul,67,0.8427119501145195,0.835820895522388,0.04446094170506537,-0.0068910545921314625,-0.15499119739396736,0.1572880498854805
4120358,Pranchita,PR,Sul,55,0.8428609793347931,0.8,0.04904993450145928,-0.04286097933479305,-0.8738233755137409,0.1571390206652069
4128005,Ubiratã,PR,Sul,254,0.8429011297533262,0.7755905511811023,0.022829558028347456,-0.06731057857222389,-2.9483960437886867,0.1570988702466738
4110409,Indianópolis,PR,Sul,53,0.8431182213335494,0.6981132075471698,0.04992119909526839,-0.14500501378637964,-2.9046781009738094,0.1568817786664506
3205069,Venda Nova do Imigrante,ES,Sudeste,281,0.8431823318984251,0.8790035587188612,0.021681911446760797,0.03582122682043609,1.6521249479499955,0.15681766810157494
2308377,Miraíma,CE,Nordeste,151,0.8435416795103118,0.8543046357615894,0.029537689071235596,0.010762956251277656,0.3643804437551224,0.15645832048968822
4118402,Paranavaí,PR,Sul,994,0.8447181122723241,0.744466800804829,0.011479525213156377,-0.10025131146749511,-8.733053815901703,0.15528188772767593
4303707,Campina das Missões,RS,Sul,44,0.8450409697696221,0.5,0.054537862096515274,-0.34504096976962206,-6.326631747298885,0.15495903023037794
2104503,Governador Archer,MA,Nordeste,93,0.845339911817164,0.7849462365591398,0.037289716974325926,-0.06039367525802419,-1.6195798777342667,0.15466008818283605
2207207,Padre Marcos,PI,Nordeste,86,0.845801788885304,1.0,0.03893500583746946,0.154198211114696,3.960400359470396,0.154198211114696
4313011,Nova Candelária,RS,Sul,35,0.8462674784527671,0.6,0.06094715556414462,-0.24626747845276709,-4.040672221258623,0.15373252154723294
2110237,Santana do Maranhão,MA,Nordeste,60,0.8463680995052861,0.5333333333333333,0.04648151609981816,-0.3130347661719528,-6.7346074835363945,0.15363190049471387
4121505,Rebouças,PR,Sul,193,0.8465054507064281,0.772020725388601,0.025935070205288343,-0.07448472531782713,-2.871969295947353,0.15349454929357187
4322301,Tuparendi,RS,Sul,76,0.8466962739082009,0.5263157894736842,0.041170057643988414,-0.3203804844345167,-7.781880880637974,0.1533037260917991
2605103,Custódia,PE,Nordeste,366,0.8467483021891922,0.8469945355191257,0.01880290132587486,0.00024623332993356506,0.013095496576090677,0.15325169781080783
4113403,Leópolis,PR,Sul,39,0.8468685159250919,0.8974358974358975,0.05758068699641601,0.05056738151080553,0.8782003853818727,0.15313148407490806
2110104,Santa Quitéria do Maranhão,MA,Nordeste,189,0.8471543293523635,0.798941798941799,0.026119613047791316,-0.0482125304105645,-1.8458363193340406,0.15284567064763654
3203700,Muniz Freire,ES,Sudeste,175,0.8471998918826442,0.8171428571428572,0.0271683808187115,-0.030057034739787047,-1.106324110382245,0.15280010811735578
4316006,Rolante,RS,Sul,190,0.8473008079200515,0.6631578947368421,0.026076820218077765,-0.1841429131832094,-7.06155549807228,0.15269919207994853
2104909,Guimarães,MA,Nordeste,127,0.8477682203722955,0.8661417322834646,0.03185206689291465,0.018373511911169094,0.5768389214094046,0.1522317796277045
2105948,Lago dos Rodrigues,MA,Nordeste,78,0.8477706694677554,0.9230769230769231,0.04064094127582257,0.07530625360916776,1.8529652917750628,0.15222933053224463
5107750,Salto do Céu,MT,Centro-Oeste,38,0.8479111588527303,0.9736842105263158,0.05818670245725997,0.12577305167358555,2.1615428673925963,0.15208884114726973
4310850,Jaboticaba,RS,Sul,35,0.8479175180520309,0.4,0.06062714234511505,-0.44791751805203084,-7.388069117661805,0.15208248194796914
3118106,Congonhas do Norte,MG,Sudeste,35,0.8480159110089993,0.6,0.060508212751331086,-0.24801591100899933,-4.0988801310040905,0.1519840889910007
5220207,São Miguel do Araguaia,GO,Centro-Oeste,275,0.8481379192816855,0.9127272727272727,0.021632571026733795,0.06458935344558725,2.9857455854769617,0.15186208071831453
4107207,Dois Vizinhos,PR,Sul,530,0.8482247584551483,0.8264150943396227,0.015582121689692894,-0.02180966411552565,-1.3996594654983403,0.15177524154485167
2105922,Lagoa do Mato,MA,Nordeste,79,0.8486490934761128,0.7848101265822784,0.04025498884964473,-0.06383896689383439,-1.585864726786474,0.15135090652388716
2108900,Poção de Pedras,MA,Nordeste,80,0.8491379926426201,0.775,0.0399902567588188,-0.07413799264262011,-1.8539013912750366,0.15086200735737987
4314027,Paraíso do Sul,RS,Sul,33,0.8491942873092874,0.5454545454545454,0.06196619004710934,-0.30373974185474195,-4.901701098999729,0.15080571269071263
4301651,Barão,RS,Sul,31,0.8492173397199491,0.5483870967741935,0.06424792829039286,-0.30083024294575555,-4.682333749129455,0.15078266028005094
2310308,Parambu,CE,Nordeste,256,0.849648733435881,0.8828125,0.02231991186742465,0.03316376656411901,1.4858377022769833,0.150351266564119
3205176,Vila Valério,ES,Sudeste,227,0.8496930247356917,0.7973568281938326,0.02370182551891665,-0.05233619654185917,-2.208108253100132,0.15030697526430825
2305704,Ipaumirim,CE,Nordeste,126,0.8499594287047615,0.8888888888888888,0.0317804355875425,0.03892946018412735,1.2249504912194211,0.1500405712952385
