id_municipio,municipio,uf,regiao,n_alunos,taxa_prevista,taxa_observada,erro_padrao,residuo,residuo_z,risco,residuo_uf,residuo_ajustado,mun_lag_meta_ano_alvo,meta,distancia_ate_meta_pp,prob_nao_atingir,classificacao
3161205,São Francisco de Paula,MG,Sudeste,64,0.7335710589853915,0.90625,0.055254525451796696,0.17267894101460846,3.125154719955947,0.26642894101460846,0.06756418903215056,0.1051147519824579,78.86,0.7886,-5.5028968575796195,0.8403549708803845,risco crítico
3116704,Coimbra,MG,Sudeste,77,0.7230298423413491,0.8311688311688312,0.050979087089563564,0.10813898882748207,2.1212421602900826,0.27697015765865085,0.06756418903215056,0.04057479979533152,77.38,0.77379996,-5.0770113503530006,0.8403508261750305,risco crítico
4123204,Santa Cecília do Pavão,PR,Sul,35,0.7250013220135177,0.8,0.0754262458470278,0.0749986779864823,0.9943313119227404,0.27499867798648225,0.07813155795034676,-0.0031328799638644655,80.0,0.8,-7.4998689907411205,0.8399692402413108,risco crítico
4202081,Bandeirante,SC,Sul,45,0.6463067316182123,0.5555555555555556,0.07123099159499396,-0.0907511760626567,-1.2740406111240292,0.3536932683817877,0.05230326180180411,-0.14305443786446081,71.69,0.71690005,-7.059331902189392,0.8391688850581502,risco crítico
2616506,Xexéu,PE,Nordeste,160,0.6170963989541316,0.8125,0.038353719523195,0.1954036010458684,5.094775773382164,0.3829036010458684,0.056513547646742324,0.13889005339912608,65.51,0.65510005,-3.800364863421679,0.8391260960784328,risco crítico
4106852,Cruzmaltina,PR,Sul,36,0.726560907929511,0.9444444444444444,0.07423667061411968,0.21788353651493342,2.934985293824483,0.273439092070489,0.07813155795034676,0.13975197856458665,80.0,0.8,-7.343910399141795,0.8387311530764845,risco crítico
5205000,Carmo do Rio Verde,GO,Centro-Oeste,92,0.7454511714122425,0.8586956521739131,0.04540132508359528,0.1132444807616706,2.494299022179616,0.2545488285877575,0.10274857715476204,0.010495903606908552,79.02,0.7902,-4.474882362865107,0.8378421881625163,risco crítico
3202652,Irupi,ES,Sudeste,142,0.6551414654718725,0.8169014084507042,0.039875709801072065,0.16175994297883178,4.056603475795253,0.34485853452812754,0.07975548994201592,0.08200445303681586,69.44,0.6944,-3.925854702126108,0.8375707462355386,risco crítico
3121704,Diogo de Vasconcelos,MG,Sudeste,35,0.7119483215293524,0.7714285714285715,0.07644602150485895,0.05948024989921907,0.7780686127065288,0.2880516784706476,0.06756418903215056,-0.008083939132931484,78.65,0.78650004,-7.455171518710879,0.8352745129310414,risco crítico
4111308,Itaúna do Sul,PR,Sul,40,0.7076042321932814,0.4,0.0719014112962223,-0.30760423219328137,-4.278139005171973,0.2923957678067186,0.07813155795034676,-0.38573579014362813,77.77,0.77769995,-7.009571516389634,0.8351917181997781,risco crítico
3165206,São Thomé das Letras,MG,Sudeste,71,0.7500973825806042,0.9014084507042254,0.05119817885929036,0.15131106812362116,2.955399420348024,0.2499026174193958,0.06756418903215056,0.0837468790914706,80.0,0.8,-4.990262934032474,0.8351443118998095,risco crítico
4103370,Brasilândia do Sul,PR,Sul,36,0.6764590187208483,0.7777777777777778,0.07796713281917884,0.10131875905692944,1.2995060276476709,0.32354098127915165,0.07813155795034676,0.023187201106582678,75.19,0.7519,-7.544099854065678,0.8333779140054989,risco crítico
2612000,Sairé,PE,Nordeste,79,0.6449767241464459,0.810126582278481,0.05382156515949242,0.1651498581320351,3.068470001618076,0.3550232758535541,0.056513547646742324,0.10863631048529276,69.69,0.6969,-5.192328596250184,0.8326600019930581,risco crítico
5219704,Santa Terezinha de Goiás,GO,Centro-Oeste,73,0.7512026141590197,0.958904109589041,0.05058231510681019,0.20770149543002137,4.106207772250767,0.24879738584098032,0.10274857715476204,0.10495291827525932,80.0,0.8,-4.879739776190927,0.8326556139169277,risco crítico
3160959,São Domingos das Dores,MG,Sudeste,94,0.7575598755658773,0.9361702127659575,0.04418652314350119,0.17861033720008013,4.042190344327862,0.24244012443412266,0.06756418903215056,0.11104614816792957,80.0,0.8,-4.244013635505162,0.8315923832666543,risco crítico
