id_municipio,grupo,alvo_alfabetizado
2507309,1,0.5221238938053098
2507507,4,0.5581053791077657
2507606,2,0.34
2507705,1,0.46
2508802,2,0.4915254237288136
2509396,1,0.6071428571428571
2509800,2,0.654320987654321
2509909,1,0.4864864864864865
2510907,2,0.4027777777777778
2511806,2,0.423728813559322
2511905,1,0.5054945054945055
2512077,5,0.5853658536585366
2512507,2,0.928698752228164
2513208,2,0.8666666666666667
2513307,2,0.9649122807017544
2513604,2,0.5263157894736842
2513802,2,0.42857142857142855
2513984,2,0.9743589743589743
2514008,2,0.6097560975609756
2514404,2,0.44680851063829785
2514453,1,0.26785714285714285
2514909,2,0.48333333333333334
2515104,1,0.5675675675675675
2515500,2,0.53
2516003,2,0.45989304812834225
2516102,2,0.46846846846846846
2516300,2,0.6439393939393939
2516409,2,0.7777777777777778
2516508,2,0.9105691056910569
2600054,4,0.46121883656509693
2600609,2,0.5380116959064327
2600807,2,0.6846846846846847
2601805,1,0.7717391304347826
2601904,2,0.5660847880299252
2602209,2,0.6936026936026936
2602704,1,0.8548387096774194
2602803,1,0.5551181102362205
2603108,2,0.6368715083798883
2603405,2,0.8674698795180723
2603504,2,0.6863905325443787
2603702,1,0.6548672566371682
2603801,2,0.6966824644549763
2604007,4,0.5929824561403508
2604601,1,0.43349753694581283
2604700,1,0.7230769230769231
2604908,2,0.9506172839506173
2605103,2,0.8469945355191257
2605152,2,0.834319526627219
2605202,2,0.3078817733990148
2605400,2,0.8356164383561644
2605509,2,0.4146341463414634
2605905,1,0.7716049382716049
2606002,4,0.6971830985915493
2606606,1,0.6319702602230484
2607208,2,0.6447467876039304
2607752,2,0.8284671532846716
2607802,2,0.5769230769230769
2607950,1,0.8169014084507042
2608107,2,0.757396449704142
2608404,2,0.6064516129032258
2608453,2,0.5971223021582733
2608503,2,0.793939393939394
2609154,1,0.5287356321839081
2609204,1,0.580952380952381
2609501,2,0.5701357466063348
2609600,4,0.6248159057437408
2609907,1,0.3137254901960784
2610202,2,0.9451476793248945
2610400,2,0.5942857142857143
2610707,4,0.5495098039215687
2611533,2,0.8699186991869918
2611705,2,0.6818181818181818
2612000,2,0.810126582278481
2612307,2,0.7865853658536586
2612703,2,0.7222222222222222
2612901,1,0.7183098591549296
2613206,1,0.5423728813559322
2613305,1,0.721030042918455
2613404,1,0.38934426229508196
2614006,2,0.6019900497512438
2614501,2,0.5944055944055944
2614600,2,0.6912751677852349
2614857,1,0.5658914728682171
2615003,2,0.5957446808510638
2615102,1,0.76
2615201,2,0.7130434782608696
2615409,1,0.6423357664233577
2616308,2,0.6816143497757847
2616506,2,0.8125
2701100,1,0.7966101694915254
2701704,2,0.42786069651741293
2701902,1,0.5178571428571429
2702108,1,0.7336956521739131
2702355,1,0.6796116504854369
2703007,1,0.5443037974683544
2703403,2,0.5466666666666666
2703700,2,0.4032258064516129
2704807,2,0.4148936170212766
2705804,1,0.3597122302158273
2706448,1,0.3577586206896552
2706505,1,0.32558139534883723
2707909,1,0.38235294117647056
2708006,2,0.442495126705653
2708204,2,0.7096774193548387
2708808,2,0.4226190476190476
2708956,1,0.5723270440251572
2709004,2,0.5333333333333333
2709103,2,0.39330543933054396
2709202,1,0.475
2800407,2,0.28703703703703703
2800605,2,0.2805755395683453
2801405,1,0.34959349593495936
2802304,1,0.37362637362637363
2802403,2,0.3723404255319149
2802809,2,0.3446808510638298
2803302,2,0.5808383233532934
2803807,2,0.373134328358209
2804102,2,0.5777777777777777
2804458,2,0.5869565217391305
2804706,2,0.5833333333333334
2804904,1,0.3018867924528302
2805307,2,0.39
2805505,2,0.4117647058823529
2805604,2,0.17543859649122806
2807402,2,0.4650602409638554
2901007,2,0.5100401606425703
2901155,1,0.4322916666666667
2901908,2,0.16521739130434782
2901957,2,0.43243243243243246
2902252,1,0.13114754098360656
2902401,1,0.3360655737704918
2902500,2,0.3591549295774648
2902807,2,0.4716981132075472
2903235,2,0.2975206611570248
2903953,2,0.24444444444444444
2904001,2,0.4895833333333333
2904050,2,0.34
2904209,2,0.47368421052631576
2904407,2,0.40425531914893614
2904704,2,0.2857142857142857
2904852,2,0.3277310924369748
2904902,2,0.3305785123966942
2905008,5,0.47959183673469385
2905206,2,0.3901869158878505
2905404,1,0.32867132867132864
2905701,4,0.36559561128526646
2905909,1,0.2804232804232804
2906600,2,0.4166666666666667
2906808,2,0.2319277108433735
2906824,2,0.30128205128205127
2906873,2,0.29338842975206614
2907103,2,0.31962025316455694
2907558,2,0.5084745762711864
2907806,2,0.36538461538461536
2908002,2,0.391304347826087
2908507,4,0.375
2909208,2,0.36036036036036034
2909307,2,0.26635514018691586
2909505,2,0.34545454545454546
2909802,2,0.33564814814814814
2910008,2,0.4107142857142857
2911006,2,0.41025641025641024
2911105,2,0.28205128205128205
2911303,2,0.5432098765432098
2912004,5,0.6119402985074627
2912301,2,0.5
2912806,2,0.3783783783783784
2913101,2,0.28
2913200,2,0.328719723183391
2913804,2,0.46511627906976744
2914307,2,0.36363636363636365
2915205,2,0.4421052631578947
2915502,2,0.3409090909090909
2916807,2,0.4107142857142857
2916906,2,0.3
2917904,1,0.36082474226804123
2918308,2,0.40816326530612246
2918407,4,0.29310344827586204
2918506,2,0.4344262295081967
2918803,2,0.45454545454545453
2919157,2,0.25249169435215946
2919801,2,0.315018315018315
2919959,2,0.47368421052631576
2920502,2,0.43575418994413406
2920601,2,0.5449101796407185
2921054,2,0.4251968503937008
2921203,2,0.3695652173913043
2921500,1,0.2749003984063745
